in_0;in_1;out_0
10.57957346483035;-0.6235878055816839;0
11.154783585740361;4.79621134139527;0
14.42594952159854;3.40384818897056;0
17.422371181649943;2.231348391180985;0
8.256292584845214;6.739380688568948;0
9.373472022832633;2.3901296982942934;0
13.62014070776143;3.777830039218631;0
17.329243648563043;1.8211798415885667;0
11.626220102858355;1.4295716589676308;0
10.034787120388259;5.914551414150679;0
13.893574728569284;1.566508384819823;0
8.838637524532302;1.5983207019419847;0
10.277975518573232;5.349172216208965;0
16.24910739889569;2.2839187003583845;0
14.44491220280004;-0.9846056841089805;0
15.313473979323035;3.915456596415895;0
17.859932227896987;4.69440987636126;0
11.999544595242298;6.323556135524559;0
16.9131732864221;4.653745969604227;0
16.06034829305065;-1.163170865178547;0
16.04931733991186;1.200237065591792;0
11.947539491400185;6.924557105375717;0
14.333024741369663;5.465970985848045;0
15.941586752044955;6.115528918841351;0
15.14842679712526;6.204724279848627;0
11.322612899654606;2.2616451630680867;0
9.610117069430087;7.271471239443345;0
17.599607396473825;0.27940706649235825;0
11.909406007530421;-0.09575184558635419;0
17.487011382183226;6.2698085002486685;0
10.396793221764622;7.74550082038658;0
11.374935861869158;-1.1527759375004847;0
9.027707501867315;1.0929988662047503;0
17.267107926713948;7.710791948556668;0
9.02966667415049;2.7455361311596;0
8.525383590507412;7.043084227646057;0
10.88477340438846;4.2065036441272365;0
10.24518758820267;5.0706541738539075;0
14.297423416484648;-0.06102657653981258;0
11.061091803836899;6.2815399678963875;0
15.37212380751201;5.201682137456514;0
16.506445820967045;1.0807250676138298;0
9.762567688334308;-1.2807710629401874;0
10.593224447601004;4.973742334831677;0
16.822960012140598;4.0095181915392875;0
9.125122455314058;5.238034719689407;0
11.42477271037081;4.405866930817496;0
15.318538634417283;5.985668251295092;0
11.824337160007023;3.3429465203448734;0
14.187123273075546;7.041418881374147;0
16.74196512132118;5.278507230888661;0
16.163426134828562;2.432965648085383;0
11.068222353826684;2.163412623139573;0
12.903295902191287;2.502947204930493;0
10.284874233904834;1.008631198956615;0
10.858005305654173;4.178859625122116;0
16.58504215727654;1.7515227262310678;0
14.99610488843621;2.427288862263465;0
8.785278034742111;5.853469441989313;0
9.894083854279952;4.291039551914413;0
8.686850291494373;2.1848085162076227;0
8.612806312255776;-1.7875570322875904;0
16.98353720378286;0.521782568826362;0
15.194054183224154;5.9931367935801445;0
10.38965443515233;3.208194844156705;0
13.391654745934883;6.8622018923697645;0
17.62291280093623;-0.9703349629628426;0
9.969839634869324;0.6771494365740867;0
8.259203670243277;4.038707451691766;0
8.245436492537989;2.4824682269851923;0
15.540807390593734;0.16268489114149443;0
12.460714981783038;5.048098963355168;0
10.182821816367655;-0.8824178825511102;0
11.816304010900307;5.858058604529657;0
16.528717705206354;-0.9170548904787317;0
15.407933392990975;7.032000776279862;0
11.821556222867137;1.912457117602429;0
10.247109115490623;4.586332353111441;0
9.242563977048741;3.266515857022446;0
9.783001188625704;2.899427794057562;0
17.32708432946213;-1.8311477195981734;0
16.001126615261093;1.4465003487406456;0
17.257568764866168;-0.6937917720637803;0
13.598237594566397;-0.6320986029862123;0
10.665548502560899;1.4114744773112902;0
12.202546137088934;0.05925727683113813;0
9.206608217097202;0.9003088655985474;0
9.578410810683422;2.106534793819674;0
12.741569483924525;0.6748925958656389;0
14.357735442552505;4.182300946985916;0
14.777148433069883;6.849257841900718;0
12.071310659938701;7.561737793187559;0
13.419660743146686;6.998820834020595;0
8.773092345569165;2.0521957360830205;0
15.693251579098877;-1.1001938744031252;0
16.46596646627731;0.8365299474699768;0
12.26960648444792;4.988772363953916;0
12.545207648540876;7.451557151343247;0
12.719501780863162;-1.7418940137317067;0
17.93994771573989;0.9520050476124968;0
17.24716538406637;5.9323077529218615;0
15.571990212641788;-0.6850881968393479;0
11.76681602644813;-1.2031571922493127;0
15.666750960169162;6.194145190184129;0
16.26664232427212;6.399614658902539;0
16.262451340390676;2.965223871873354;0
14.828652324853497;6.244901850019703;0
15.085503549511785;-1.6135933913236138;0
13.135478276463225;3.620551398675868;0
16.71061516110943;7.706609244333922;0
9.871197961654127;7.895415175422276;0
15.76186742874076;-0.20653175301829907;0
13.901647132079301;2.1628967388814218;0
10.821970315534072;-0.2813932204965812;0
12.603647453585092;-0.558833959224329;0
8.565967320621516;4.568455247538142;0
9.74949446130669;-1.0675908606686617;0
8.638492142013938;-0.5317418354433527;0
16.56939128236897;2.9478306614972025;0
12.30499582542809;3.134172724295736;0
8.734843272902749;3.368746235398411;0
11.385138740814867;1.2486944676746674;0
17.310858027225862;-1.4453825835825633;0
14.73722285571861;2.100221441561441;0
11.382507566475164;4.9692550736207;0
15.607117612539048;5.623004657827741;0
12.233471244549;3.485912231653092;0
13.244192590288709;7.290360601186459;0
15.769856237066724;4.10613473722919;0
10.697654298231575;1.1286224756442937;0
11.986444413200584;5.648775121038312;0
15.329777239281146;2.6808439836361524;0
9.843597527288045;-1.3207509572381408;0
12.974783980815996;5.682587927512634;0
13.329069650253036;-1.0436863147269053;0
13.710835504942951;1.370687736883812;0
14.872705413261386;-1.6027102458598956;0
13.430378140035469;2.6399751140297614;0
11.40591938933797;5.119846462148236;0
8.79501487837627;3.6055732321421194;0
10.451546264886954;3.1650668274940816;0
11.414432621568318;1.474314117775986;0
9.642128204833002;0.6166373862956913;0
16.172653309570535;4.0890203594648895;0
17.750243878719346;5.012400950137103;0
14.541583025408158;6.061999920320455;0
11.092916080816611;0.3373089080549416;0
17.60625352287847;5.891565021478732;0
10.57636425307674;6.029362862488007;0
